iter	Passed	Remaining
778	1557	441
779	1558	439
780	1560	437
781	1561	435
782	1562	433
783	1565	431
784	1567	429
785	1570	427
786	1572	425
787	1573	423
788	1574	421
789	1576	419
790	1578	417
791	1581	415
792	1582	413
793	1584	411
794	1585	408
795	1587	406
796	1592	405
797	1594	403
798	1596	401
799	1598	399
800	1599	397
801	1601	395
802	1605	393
803	1606	391
804	1608	389
805	1610	387
806	1612	385
807	1615	383
808	1618	382
809	1620	380
810	1623	378
811	1625	376
812	1629	374
813	1632	372
814	1633	370
815	1635	368
816	1637	366
817	1638	364
818	1640	362
819	1643	360
820	1645	358
821	1646	356
822	1648	354
823	1649	352
824	1651	350
825	1654	348
826	1656	346
827	1658	344
828	1660	342
829	1661	340
830	1668	339
831	1669	337
832	1672	335
833	1673	333
834	1675	330
835	1680	329
836	1682	327
837	1683	325
838	1685	323
839	1687	321
840	1688	319
841	1691	317
842	1694	315
843	1695	313
844	1697	311
845	1699	309
846	1700	307
847	1703	305
848	1705	303
849	1707	301
850	1709	299
851	1711	297
852	1712	295
853	1715	293
854	1718	291
855	1720	289
856	1721	287
857	1723	285
858	1724	283
859	1726	281
860	1729	279
861	1731	277
862	1732	275
863	1734	273
864	1736	271
865	1738	269
866	1742	267
867	1744	265
868	1746	263
869	1748	261
870	1749	259
871	1751	257
872	1753	255
873	1755	253
874	1756	250
875	1758	248
876	1759	246
877	1761	244
878	1762	242
879	1765	240
880	1768	238
881	1769	236
882	1770	234
883	1772	232
884	1774	230
885	1776	228
886	1779	226
887	1781	224
888	1782	222
889	1784	220
890	1785	218
891	1787	216
892	1790	214
893	1792	212
894	1793	210
895	1795	208
896	1797	206
897	1798	204
898	1804	202
899	1805	200
900	1807	198
901	1809	196
902	1811	194
903	1812	192
904	1814	190
905	1816	188
906	1819	186
907	1821	184
908	1825	182
909	1827	180
910	1829	178
911	1831	176
912	1832	174
913	1834	172
914	1836	170
915	1839	168
916	1841	166
917	1842	164
918	1844	162
919	1845	160
920	1847	158
921	1850	156
922	1851	154
923	1853	152
924	1854	150
925	1856	148
926	1857	146
927	1859	144
928	1864	142
929	1866	140
930	1867	138
931	1869	136
932	1870	134
933	1872	132
934	1878	130
935	1880	128
936	1881	126
937	1884	124
938	1886	122
939	1890	120
940	1891	118
941	1893	116
942	1895	114
943	1896	112
944	1898	110
945	1900	108
946	1902	106
947	1904	104
948	1906	102
949	1908	100
950	1910	98
951	1914	96
952	1916	94
953	1917	92
954	1919	90
955	1921	88
956	1922	86
957	1926	84
958	1928	82
959	1930	80
960	1931	78
961	1933	76
962	1934	74
963	1936	72
964	1939	70
965	1941	68
966	1942	66
967	1943	64
968	1945	62
969	1947	60
970	1950	58
971	1951	56
972	1952	54
973	1955	52
974	1957	50
975	1958	48
976	1960	46
977	1964	44
978	1965	42
979	1967	40
980	1970	38
981	1973	36
982	1976	34
983	1978	32
984	1979	30
985	1981	28
986	1982	26
987	1986	24
988	1989	22
989	1991	20
990	1994	18
991	1996	16
992	1999	14
993	2001	12
994	2003	10
995	2004	8
996	2006	6
997	2008	4
998	2009	2
999	2013	0
